категория категорија
морето море
манчестър манчестер
василий василиј
цял цела
цял целина
марка бренд
марка марка
оркестър бенд
оркестър оркестар
югоизток југоисточен
югоизток југоисточно
югоизток југоисток
югоизток југоисточна
звезди ѕвезди
направени направи
направени направени
направени направен
направени made
направени настануваат
даде дале
даде даде
даде дал
даде дадов
даде дадоа
съпруг маж
съпруг сопруг
съпруг мажот
шампионат шампионат
шампионат првенство
шампионат шампионски
молдова молдавија
юнайтед соединети
юнайтед јунајтед
юнайтед обединета
юнайтед обединето
юнайтед обединети
архиепископ архиепископот
научен научни
научен научен
научен научно
храни храна
храни храни
храни довод
патриарх патријарх
патриарх патријархот
пощенски поштенски
кения кенија
познат позната
познат познати
познат познат
познат запознаен
познат познато
познат познаник
въздуха воздух
въздуха ер
въздуха air
двора дворот
двора quad
марица марица
франк франк
франк френк
скали карпи
скали рок
скали камен
скали карпа
скали камења
косово косово
стени ѕидови
стени ѕидини
стени зидови
питър питер
питър петар
венеция венеција
замък тврдина
замък замок
обем волумен
обем обем
обем обемот
пиер пјер
специален посебно
специален специјален
специален специјално
специален специјални
специален посебна
специален специјална
редактори уредници
редактори уредниците
любомир љубомир
фондация фондација
фондация темели
фондация темел
китайски кинески
преврат удар
играчи играчи
риба риби
риба фиш
риба риба
хитлер хитлер
къде каде
поставени ставено
поставени поставени
долина долината
долина долина
долина котлина
специална посебно
специална специјален
специална специјално
специална специјални
специална посебна
специална специјална
майстор господар
майстор мајстор
майстор мајсторот
майстор master
трона тронот
трона трон
трона престол
следваща следниот
следваща следна
следваща следно
следваща следни
следваща следен
частично делумно
частично делумна
частично делумен
византия византија
числа броеви
числа бројки
дол дол
тексас тексас
ана ана
ана ana
мюсюлмани муслиманите
мюсюлмани муслимани
мюсюлмани муслимански
мюсюлмани муслиманско
мюсюлмани муслиманска
мюсюлмани муслиман
липса отсуството
липса отсуство
липса недостиг
липса немање
липса недостаток
липса недостатокот
силен јака
силен јаки
силен силни
силен силен
силен силна
мощност моќ
мощност власт
мощност моќност
лорд лорд
лий лее
лий ли
лий lee
имперски кралско
борда одбор
борда даска
борда борд
австро австро
съвместно заедничка
съвместно заеднички
съвместно џоинт
съвместно здружени
различна различен
различна различно
различна поинакво
различна различна
различна поинаку
различна поинаков
революционен револуционерна
революционен револуционер
революционен револуционерен
революционен револуционерно
главна главни
главна главен
главна главна
главна главното
югозапад југозападна
югозапад југозапад
югозапад југозападно
гражданска граѓански
гражданска граѓанска
гражданска граѓанско
гражданска граѓанската
луната месечина
луната месечева
луната месечината
защитник бранител
защитник заштитник
пиано пијано
общински општинско
общински општински
двигатели моторот
двигатели мотор
двигатели моторите
двигатели мотори
литературен литературни
литературен литературна
литературен литературен
газ плин
газ бензин
газ гас
партизански герилски
лъв лав
лъв luv
лъв лео
курс курс
зеландия зеланд
награден одликуван
награден украсен
награден награден
награден наградени
награден наградена
награден доделена
агент агентка
агент агент
черен црн
черен црна
черен црно
черен црни
черен црнец
широка широко
широка широка
широка широк
широка широки
женски женски
женски женките
женски женка
женски женско
женски женска
лагер камп
лагер кампот
лагер логор
машина машина
дух дух
психология психологија
листа лист
листа листови
листа лисјата
листа остава
листа лисја
онлайн онлајн
онлайн online
пристанище пристаништето
пристанище порт
пристанище порта
пристанище пристаниште
бивши поранешно
бивши поранешни
бивши поранешен
бивши поранешна
бивши бивши
проучвания истражувања
проучвания студии
проучвания истражување
северозападна северозападна
северозападна северозапад
северозападна северозападно
тона тон
сръбско српска
сръбско српски
приета прифатен
приета прифатена
приета прифатено
приета прифатени
приета примена
приета посвоен
приета усвоена
приета усвоени
приета усвои
приета посвоена
приета усвоено
свободно слободно
свободно слободни
свободно бесплатно
свободно слободна
свободно слободен
социалистическа социјалистичка
социалистическа социјалист
социалистическа социјалистичко
социалистическа социјалистички
сцената бина
сцената етапа
сцената фаза
карлос карлос
грузия грузија
грузия џорџија
провинцията покраина
провинцията провинција
провинцията покраината
капацитет капацитет
битки борби
битки тепачки
битки битки
битки битките
напред нанапред
напред напред
епископи бискупи
старо старо
старо стари
старо стар
старо стара
ирак ирак
поколение генерација
поколение генерирање
условията услови
двор дворот
двор двор
двор јард
интереси интереси
чисто чисто
чисто чист
чисто чиста
чисто чисти
чисто исчисти
диаметър дијаметар
водещ компјутер
водещ водител
водещ домаќин
водещ сервер
картини слики
картини цртежи
спортни спортска
спортни спортски
спортни спортови
спортни спорт
плоча табла
плоча плоча
плоча таблет
плоча порција
плоча чинија
плоча плочка
тежка тешка
тежка тежок
тежка тешки
тежка тешкото
щат состојба
щат држава
поддръжка подршка
поддръжка поддршка
поддръжка support
поддръжка одржувач
поддръжка одржувањето
поддръжка одржување
последователно доследно
последователно последователни
алън ален
алън алан
литературни литературни
литературни литературна
литературни литературен
турне тура
турне турнеја
турне тур
турне обиколка
римляните римјани
римляните римјаните
международно international
международно меѓународна
международно интернационална
международно меѓународни
международно меѓународен
закони законите
закони закони
завод билка
завод растение
завод централа
завод фабрика
завод фабрички
свързано поврзани
свързано поврзано
свързано поврзан
колеж факултет
колеж колеџ
термин мандат
термин термин
бой boi
бой борба
бой тепачка
живопис сликарство
живопис сликање
живопис слика
бей бег
бей беј
бей залив
бей заливот
кандидат апликантот
кандидат додворувач
кандидат кандидатот
кандидат кандидатка
кандидат кандидат
устието естуар
автомобили автомобилите
автомобили автомобили
автомобили коли
автомобили возила
принадлежи припаѓа
дизайн дизајн
дизайн проектирање
илиев илиев
бранденбург бранденбург
словакия словачка
медицински медицински
създаде создадено
създаде создадени
създаде креирано
създаде создадена
създаде создаден
чичо вујко
чичо тетин
чичо чичко
чичо вујче
чичо чичо
рио рио
турска турска
турска турско
турска турски
турска турскиот
мин мин
мин минимална
историци историчари
историци историчарите
болница болница
гориво гориво
съвременни современа
съвременни современ
съвременни современи
понастоящем тековно
понастоящем моментално
задачи задачи
задачи задачите
свободна слободни
свободна бесплатно
свободна слободно
свободна слободна
свободна слободен
публикуван објавено
публикуван објавена
публикуван објавени
публикуван објавен
нощ вечер
нощ нок
нощ ноќ
нощ night
временно привремено
временно привремена
временно привремен
временно привремени
млад младите
млад млад
млад јанг
млад young
млад млади
млад млада
преподаватели професори
преподаватели воспитувачи
преподаватели учители
преподаватели наставниците
преподаватели наставници
преподаватели факултет
преподаватели faculty
благодаря фала
благодаря благодарам
характерни карактеристика
характерни одлика
решението одлука
подобен слично
подобен сличен
подобен слична
подобен слични
шведски шведскиот
шведски шведска
шведски шведски
религиозни верски
религиозни религиозен
религиозни религиски
религиозни религиозно
религиозни религиозна
предварително пре
предварително однапред
предварително напредување
огън оган
огън пожар
избор селекција
избор избор
избор избирање
избор одбери
избор избери
избор изберете
избор селектирај
дълъг лонг
дълъг долги
дълъг долго
дълъг долга
камъни камења
камъни карпи
мъжки машко
мъжки машки
конституцията устав
обиколка тура
обиколка турнеја
обиколка тур
обиколка обиколка
обиколка скут
победител добитник
победител победничка
победител победникот
победител победник
силна јака
силна јаки
силна силни
силна силен
силна силна
примери примери
излъчва емитува
румънски романскиот
румънски романска
румънски романски
студенти студенти
студенти ученици
студенти студентите
свойства својства
пълно полни
пълно целосна
пълно полна
пълно полн
пълно комплетен
пълно комплетна
пълно завршено
заглавие наслов
заглавие насловот
заглавие титула
европейска европски
